filename,title,abstract,publication_date,topics
E9-13748.xml,Interest Rate Restrictions on Insured Depository Institutions That Are Not Well Capitalized,"The FDIC is amending its regulations relating to the interest rate restrictions that apply to insured depository institutions that are not well capitalized. Under the amended regulations, such insured depository institutions generally will be permitted to offer the ``national rate'' plus 75 basis points. The ``national rate'' will be defined, for deposits of similar size and maturity, as a simple average of rates paid by all insured depository institutions and branches for which data are available. For those cases in which the FDIC determines that the national rate as published on the FDIC's Web site does not represent the prevailing rate in a particular market, as indicated by available evidence, the depository institution will be permitted to offer the prevailing rate in that market plus 75 basis points. The purpose of this final rule is to clarify the interest rate restrictions for certain insured depository institutions and examiners.",2009-06-11,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements', 'Savings associations', 'Securities']"
2020-02119.xml,Regulation D: Reserve Requirements of Depository Institutions,"The Board of Governors of the Federal Reserve System (``Board'') is amending Regulation D (Reserve Requirements of Depository Institutions) to revise the rate of interest paid on balances maintained to satisfy reserve balance requirements (``IORR'') and the rate of interest paid on excess balances (``IOER'') maintained at Federal Reserve Banks by or on behalf of eligible institutions. The final amendments specify that IORR is 1.60 percent and IOER is 1.60 percent, a 0.05 percentage point increase from their prior levels. The amendments are intended to enhance the role of such rates of interest in maintaining the Federal funds rate in the target range established by the Federal Open Market Committee (``FOMC'' or ``Committee'').",2020-02-12,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements']"
E7-15865.xml,Concept Release on Allowing U.S. Issuers To Prepare Financial Statements in Accordance With International Financial Reporting Standards,"The Commission is publishing this Concept Release to obtain information about the extent and nature of the public's interest in allowing U.S. issuers, including investment companies subject to the Investment Company Act of 1940, to prepare financial statements in accordance with International Financial Reporting Standards as published by the International Accounting Standards Board for purposes of complying with the rules and regulations of the Commission. U.S. issuers presently prepare their financial statements in accordance with generally accepted accounting principles as used in the United States, referred to as U.S. GAAP.",2007-08-14,[]
2016-16987.xml,Amendments to the Commission's Rules of Practice,"The Securities and Exchange Commission (``Commission'') is adopting amendments to its Rules of Practice. These changes concern, among other things, the timing of hearings in administrative proceedings, depositions, summary disposition, and the contents of an answer.",2016-07-29,['Administrative practice and procedure']
02-22572.xml,Certification of Disclosure in Companies' Quarterly and Annual Reports,"As directed by Section 302(a) of the Sarbanes-Oxley Act of 2002, we are adopting rules to require an issuer's principal executive and financial officers each to certify the financial and other information contained in the issuer's quarterly and annual reports. The rules also require these officers to certify that: they are responsible for establishing, maintaining and regularly evaluating the effectiveness of the issuer's internal controls; they have made certain disclosures to the issuer's auditors and the audit committee of the board of directors about the issuer's internal controls; and they have included information in the issuer's quarterly and annual reports about their evaluation and whether there have been significant changes in the issuer's internal controls or in other factors that could significantly affect internal controls subsequent to the evaluation. In addition, we are adopting previously proposed rules to require issuers to maintain, and regularly evaluate the effectiveness of, disclosure controls and procedures designed to ensure that the information required in reports filed under the Securities Exchange Act of 1934 is recorded, processed, summarized and reported on a timely basis.",2002-09-09,"['Investment companies', 'Reporting and recordkeeping requirements', 'Securities']"
2020-09716.xml,Liquidity Coverage Ratio Rule: Treatment of Certain Emergency Facilities,"To provide liquidity to the money market sector, small business lenders, and the broader credit markets in order to stabilize the financial system, the Board of Governors of the Federal Reserve System (Board) authorized the establishment of the Money Market Mutual Fund Liquidity Facility (MMLF) and the Paycheck Protection Program Liquidity Facility (PPPLF), pursuant to section 13(3) of the Federal Reserve Act. To facilitate use of these Federal Reserve facilities, and to ensure that the effects of their use are consistent and predictable under the Liquidity Coverage Ratio (LCR) rule, the Office of the Comptroller of the Currency, the Board, and the Federal Deposit Insurance Corporation (together, the agencies) are adopting this interim final rule to require banking organizations to neutralize the effect under the LCR rule of participating in the MMLF and the PPPLF.",2020-05-06,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Holding companies', 'Reporting and recordkeeping requirements', 'Savings associations']"
2013-00734.xml,Escrow Requirements Under the Truth in Lending Act (Regulation Z),"The Bureau of Consumer Financial Protection (Bureau) is publishing a final rule that amends Regulation Z (Truth in Lending) to implement certain amendments to the Truth in Lending Act made by the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act). Regulation Z currently requires creditors to establish escrow accounts for higher-priced mortgage loans secured by a first lien on a principal dwelling. The rule implements statutory changes made by the Dodd-Frank Act that lengthen the time for which a mandatory escrow account established for a higher-priced mortgage loan must be maintained. The rule also exempts certain transactions from the statute's escrow requirement. The primary exemption applies to mortgage transactions extended by creditors that operate predominantly in rural or underserved areas, originate a limited number of first-lien covered transactions, have assets below a certain threshold, and do not maintain escrow accounts on mortgage obligations they currently service.",2013-01-22,"['Advertising', 'Consumer protection', 'Mortgages', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Truth in lending']"
2013-19503.xml,Electronic Fund Transfers (Regulation E); Correction,"The Bureau of Consumer Financial Protection (Bureau) is making a clarificatory amendment and technical correction to a final rule and official interpretation (the 2013 Final Rule) that appeared in the Federal Register on Wednesday, May 22, 2013. 78 FR 30662. The 2013 Final Rule modifies the final rules issued by the Bureau in February, July, and August 2012 (collectively the 2012 Final Rule) that implement section 1073 of the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act) regarding remittance transfers. This rule makes a clarificatory amendment and a technical correction to the 2013 Final Rule, which amends Regulation E.",2013-08-14,[]
2020-03398.xml,Control and Divestiture Proceedings,"The Board is adopting a final rule to revise the Board's regulations related to determinations of whether a company has the ability to exercise a controlling influence over another company for purposes of the Bank Holding Company Act or the Home Owners' Loan Act. The final rule expands the number of presumptions for use in such determinations. By codifying the presumptions in the Board's Regulation Y and Regulation LL, the Board's rules will provide substantial additional transparency on the types of relationships that the Board generally views as supporting a determination that one company controls another company. The final rule is largely consistent with the proposal and includes certain targeted adjustments to the Board's historical practice, as described in detail in the SUPPLEMENTARY INFORMATION.",2020-03-02,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Holding companies', 'Reporting and recordkeeping requirements', 'Securities']"
2016-28699.xml,Appraisals for Higher-Priced Mortgage Loans Exemption Threshold,"The OCC, the Board, and the Bureau are finalizing amendments to the official interpretations for their regulations that implement section 129H of the Truth in Lending Act (TILA). Section 129H of TILA establishes special appraisal requirements for ``higher-risk mortgages,'' termed ``higher-priced mortgage loans'' or ``HPMLs'' in the agencies' regulations. The OCC, the Board, the Bureau, the Federal Deposit Insurance Corporation (FDIC), the National Credit Union Administration (NCUA) and the Federal Housing Finance Agency (FHFA) (collectively, the Agencies) issued joint final rules implementing these requirements, effective January 18, 2014. The Agencies' rules exempted, among other loan types, transactions of $25,000 or less, and required that this loan amount be adjusted annually based on any annual percentage increase in the Consumer Price Index for Urban Wage Earners and Clerical Workers (CPI-W). If there is no annual percentage increase in the CPI-W, the OCC, the Board and the Bureau will not adjust this exemption threshold from the prior year. The final rule will memorialize this as well as the agencies' calculation method for determining the adjustment in years following a year in which there is no annual percentage increase in the CPI-W. Based on the CPI-W in effect as of June 1, 2016, the exemption threshold will remain at $25,500 through 2017.",2016-11-30,"['Advertising', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Credit unions', 'Federal Reserve System', 'Mortgages', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations', 'Truth in lending']"
2011-18676.xml,Alternative Mortgage Transaction Parity (Regulation D),"The Bureau of Consumer Financial Protection (CFPB) is publishing for public comment an interim final rule establishing Regulation D (Alternative Mortgage Transaction Parity) pursuant to the Alternative Mortgage Transaction Parity Act (AMTPA) and the Truth in Lending Act. The interim final rule is necessary to avoid a regulatory gap created by the amendments to AMTPA in the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act). Without an interim final rule that takes immediate effect, state housing creditors would no longer be able to make variable rate mortgage loans and other alternative mortgage transactions pursuant to AMTPA in states that prohibit such transactions, thus denying consumers access to that form of credit. Until July 22, 2012, the interim final rule applies only to state housing creditors seeking to invoke federal preemption of state law under AMTPA. The interim final rule will be in place as a temporary measure pending the CFPB's completion of a notice-and-comment rulemaking to promulgate permanent rules, including rules governing alternative mortgage transactions made by federally chartered housing creditors. The CFPB seeks public comment in anticipation of that process.",2011-07-22,[]
2018-28137.xml,Limited Exception for a Capped Amount of Reciprocal Deposits From Treatment as Brokered Deposits,"The FDIC is amending its regulations that implement brokered deposits and interest rate restrictions to conform with recent changes to section 29 of the Federal Deposit Insurance Act made by section 202 of the Economic Growth, Regulatory Relief, and Consumer Protection Act related to reciprocal deposits, which took effect on May 24, 2018. The FDIC is also making conforming amendments to the FDIC's regulations governing deposit insurance assessments.",2019-02-04,"['Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements', 'Savings associations', 'Securities']"
2012-14440.xml,Political Contributions by Certain Investment Advisers: Ban on Third-Party Solicitation; Extension of Compliance Date,"The Securities and Exchange Commission (``Commission'' or ``SEC'') is extending the date by which advisers must comply with the ban on third-party solicitation in rule 206(4)-5 under the Investment Advisers Act of 1940, the ``pay to play'' rule. The Commission is extending the compliance date in order to ensure an orderly transition for advisers and third-party solicitors as well as to provide additional time for them to adjust compliance policies and procedures after the transition.",2012-06-13,[]
2021-06724.xml,Securitization Safe Harbor Rule; Correction,"This document contains a correction to the final regulation related to the Securitization Safe Harbor Rule which was published in the Federal Register on March 4, 2020.",2021-04-08,"['Bank deposit insurance', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Holding companies', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations']"
2016-01545.xml,Extension of Comment Period for Disclosure of Payments by Resource Extraction Issuers,"The Securities and Exchange Commission is extending the comment period for a release proposing new Rule 13q-1 and an amendment to Form SD to implement Section 1504 of the Dodd-Frank Wall Street Reform and Consumer Protection Act relating to disclosure of payments by resource extraction issuers [Release No. 34-76620 (Dec. 11, 2015); 80 FR 80057 (Dec. 23, 2015)]. The comment period for the proposal is divided between an initial comment period and a period for reply comments. The original initial comment period is scheduled to end on January 25, 2016 and the original period for reply comments is scheduled to end on February 16, 2016. The Commission is extending the time period in which to provide the Commission with initial comments until February 16, 2016 and to provide reply comments until March 8, 2016. This action will allow interested persons additional time to analyze the issues and prepare their comments.",2016-01-27,[]
03-17145.xml,Foreign Futures and Foreign Options Transactions,"The Commodity Futures Trading Commission (the ``Commission'' or ``CFTC'') is adopting amendments to Rule 30.5, which provides an exemption from registration for firms located outside the U.S. that, with regard to foreign futures and options, are acting in a capacity that requires registration, other than registration as a futures commission merchant. The amendments being adopted herein are necessary to facilitate the ongoing program of converting from a paper-based registration system to online registration. Currently, pursuant to Rule 30.5, firms that qualify for the exemption under the rule must file a petition for exemption with the National Futures Association and designate an agent for service of process in the U.S. The amendments being adopted herein facilitate the electronic submission of petitions for exemptions under Rule 30.5 through the online registration system and are technical in nature.",2003-07-08,"['Commodity futures', 'Consumer protection', 'Fraud']"
2020-00040.xml,Use of Derivatives by Registered Investment Companies and Business Development Companies; Required Due Diligence by Broker-Dealers and Registered Investment Advisers Regarding Retail Customers' Transactions in Certain Leveraged/Inverse Investment Vehicles,"The Securities and Exchange Commission (the ``Commission'') is re-proposing rule 18f-4, a new exemptive rule under the Investment Company Act of 1940 (the ``Investment Company Act'') designed to address the investor protection purposes and concerns underlying section 18 of the Act and to provide an updated and more comprehensive approach to the regulation of funds' use of derivatives and the other transactions addressed in the proposed rule. The Commission is also proposing new rule 15l-2 under the Securities Exchange Act of 1934 (the ``Exchange Act'') and new rule 211(h)-1 under the Investment Advisers Act of 1940 (``Advisers Act'') (collectively, the ``sales practices rules''). In addition, the Commission is proposing new reporting requirements and amendments to Form N-PORT, Form N-LIQUID (which we propose to be re-titled as ``Form N-RN''), and Form N-CEN, which are designed to enhance the Commission's ability to effectively oversee funds' use of and compliance with the proposed rules, and for the Commission and the public to have greater insight into the impact that funds' use of derivatives would have on their portfolios. Finally, the Commission is proposing to amend rule 6c-11 under the Investment Company Act to allow certain leveraged/inverse ETFs that satisfy the rule's conditions to operate without the expense and delay of obtaining an exemptive order.",2020-01-24,"['Brokers', 'Fraud', 'Investment companies', 'Reporting and recordkeeping requirements', 'Securities']"
03-19949.xml,Investment of Customer Funds,"The Commodity Futures Trading Commission (Commission) is reopening the comment period for the proposed amendments to Regulation 1.25. These amendments would, among other things, allow futures commission merchants and derivatives clearing organizations (DCO) to engage in repurchase agreements with securities deposited by customers subject to certain conditions and modify the portfolio time-to-maturity requirements for securities deposited in connection with certain collateral management programs of DCOs pursuant to certain conditions. The new deadline for submitting public comments is September 5, 2003.",2003-08-06,[]
04-247.xml,Fundamental Change in Asset Composition of a Bank,"The Office of the Comptroller of the Currency (OCC) is proposing to amend its regulations to require a national bank to obtain the approval of the OCC before two types of fundamental changes in the composition of the bank's assets: (1) Changing the composition of all, or substantially all, of its assets through sales or other dispositions or, (2) after having sold or disposed of all or substantially all of its assets, subsequently purchasing or otherwise acquiring assets. The proposal also provides that, in the second case, the OCC will apply, among other factors, the same factors as it applies to the establishment of a de novo bank. This new approval requirement will enable the OCC to better assess the bank's compliance with applicable law and safe and sound banking practices.",2004-01-07,"['Administrative practice and procedure', 'National banks', 'Reporting and recordkeeping requirements']"
E9-30185.xml,Extension of Filing Accommodation for Static Pool Information in Filings With Respect to Asset-Backed Securities,"The Commission is adopting an amendment to Rule 312 of Regulation S-T to extend its application for one year. Rule 312 provides a temporary filing accommodation for filings with respect to asset-backed securities that allows static pool information required to be disclosed in a prospectus to be provided on an Internet Web site under certain conditions. Under the rule, such information is deemed to be included in the prospectus included in the registration statement for the asset-backed securities. As a result of the extension, the rule will apply to filings with respect to asset-backed securities filed on or before December 31, 2010.",2009-12-21,"['Reporting and recordkeeping requirements', 'Securities']"
E9-2112.xml,Interest Rate Restrictions on Institutions That Are Less Than Well-Capitalized,"The FDIC is proposing to amend its regulations relating to the interest rate restrictions that apply to insured depository institutions that are not well capitalized. Under the proposed rule, such insured depository institutions generally would be permitted to offer the ``national rate'' plus 75 basis points. The ``national rate'' would be defined, for deposits of similar size and maturity, as an average of rates paid by all insured depository institutions and branches for which data are available. For those cases in which the ``national rate'' does not represent the prevailing rate in a particular market, as indicated by available evidence, the depository institution would be permitted to offer the prevailing rate plus 75 basis points. The purpose of this proposed rule is to clarify the interest rate restrictions for certain insured depository institutions and examiners.",2009-02-03,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements', 'Savings associations', 'Securities']"
E9-2338.xml,Transactions Between Member Banks and Their Affiliates: Exemption for Certain Purchases of Asset-Backed Commercial Paper by a Member Bank From an Affiliate,"To reduce liquidity and other strains being experienced by money market mutual funds, the Board of Governors of the Federal Reserve System (Board) adopted on September 19, 2008, the Asset-Backed Commercial Paper Money Market Mutual Fund Lending Facility (AMLF), that enables depository institutions and bank holding companies to borrow from the Federal Reserve Bank of Boston on a non-recourse basis if they use the proceeds of the loan to purchase certain types of asset-backed commercial paper (ABCP) from money market mutual funds. To facilitate use of the AMLF by member banks, the Board also has adopted regulatory exemptions for member banks from certain provisions of sections 23A and 23B of the Federal Reserve Act and the Board's Regulation W. The exemptions increase the capacity of a member bank to purchase ABCP from affiliated money market mutual funds in connection with the AMLF.",2009-02-06,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System']"
E6-21143.xml,Large-Bank Deposit Insurance Determination Modernization Proposal,"The FDIC is seeking comment on whether and how the largest insured depository institutions should be required to modify their deposit account systems to speed depositor access to funds in the event of a failure. Today, insured institutions do not track the insured status of their depositors yet the FDIC must make deposit insurance coverage determinations in the event of failure. The current process might result in unacceptable delays if used for an FDIC-insured institution with a large volume of deposit accounts. Such delays would have an impact on depositors' ability to access their funds and are likely to result in a resolution (of the failed institution) significantly more costly to the Deposit Insurance Fund. As currently contemplated, the options discussed in the ANPR would apply only to the 152 insured depository institutions with more than 250,000 deposit accounts and more than $2 billion in domestic deposits, as well as seven additional institutions with total assets over $20 billion, less than 250,000 deposit accounts and at least $2 billion in domestic deposits. In December 2005 the FDIC issued a prior advance notice of proposed rulemaking on this subject (``2005 ANPR'').\1\ This ANPR is a follow-up to that issuance. The FDIC is seeking comment on all aspects of the ANPR. ---------------------------------------------------------------------------",2006-12-13,[]
02-26714.xml,Reporting Levels for Large Trader Reports; TRAKRS,"The Commodity Futures Trading Commission (Commission or CFTC) is amending its rules to establish a reporting level for TRAKRS futures contracts traded on the Chicago Mercantile Exchange (CME). The reporting level is 25,000 contracts. This rule will help ensure that the Commission receives adequate information to carry out its market surveillance program.",2002-10-21,"['Brokers', 'Reporting and recordkeeping requirements']"
2011-32841.xml,"Amendment to July 14, 2011 Order for Swap Regulation","On October 25, 2011, the Commodity Futures Trading Commission (``CFTC'' or the ``Commission'') published in the Federal Register a Notice of Proposed Amendment (``Notice'') to extend the temporary exemptive relief the Commission granted on July 14, 2011 (``July 14 Order'') from certain provisions of the Commodity Exchange Act (``CEA'') that otherwise would have taken effect on the general effective date of title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act (``the Dodd-Frank Act'')--July 16, 2011. This final order extends the July 14 Order with certain modifications. Specifically, it extends the potential latest expiration date of the July 14 Order from December 31, 2011 to July 16, 2012; and adds provisions to account for the repeal and replacement (as of December 31, 2011) of part 35 of the Commission's regulations.",2011-12-23,[]
2015-08743.xml,Regulation D: Reserve Requirements for Depository Institutions,"The Board is requesting comment on proposed amendments to Regulation D (Reserve Requirements of Depository Institutions) regarding the payment of interest on certain balances maintained at Federal Reserve Banks by or on behalf of eligible institutions. Specifically, the Board proposes to amend Regulation D to permit interest payments on certain balances to be based on a daily rate rather than on a maintenance period average rate. The proposed amendments should help to enhance the role of such rates of interest in moving the federal funds rate into the target range established by the FOMC, particularly on occasions when changes in those rates do not coincide with the beginning of a maintenance period.",2015-04-16,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements']"
03-4042.xml,Custody of Investment Company Assets With a Securities Depository,"The Commission is adopting amendments to the rule under the Investment Company Act of 1940 that governs investment companies' use of securities depositories. The amendments expand the types of investment companies that may maintain assets with a depository, and update the conditions they must follow to use a depository. The amendments respond to developments in securities depository practices and commercial law since the rule was adopted.",2003-02-20,"['Investment companies', 'Reporting and recordkeeping requirements', 'Securities', 'Incorporation by reference']"
04-2913.xml,Effective Dates for the Fair and Accurate Credit Transactions Act of 2003,"The recently enacted Fair and Accurate Credit Transactions Act of 2003 (FACT Act or the Act) requires the Board and the FTC (the Agencies) jointly to adopt rules establishing the effective dates for provisions of the Act that do not contain specific effective dates. The Agencies are adopting joint final rules that establish a schedule of effective dates for many of the provisions of the FACT Act for which the Act itself does not specifically provide an effective date. The Agencies also are jointly making final rules that previously were adopted on an interim basis. Those rules establish December 31, 2003, as the effective date for provisions of the Act that determine the relationship between the Fair Credit Reporting Act (FCRA) and state laws and provisions that authorize rulemakings and other implementing action by various agencies.",2004-02-11,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Credit', 'Holding companies', 'Trade practices']"
2013-12250.xml,"Process for a Designated Contract Market or Swap Execution Facility To Make a Swap Available to Trade, Swap Transaction Compliance and Implementation Schedule, and Trade Execution Requirement Under the Commodity Exchange Act",The Commodity Futures Trading Commission (``Commission'') is adopting regulations that establish a process for a designated contract market (``DCM'') or swap execution facility (``SEF'') to make a swap subject to the trade execution requirement pursuant to the Commodity Exchange Act (``CEA''). The Commission is also adopting regulations to establish a schedule to phase in compliance with the trade execution requirement. The schedule will provide additional time for compliance with this requirement.,2013-06-04,"['Reporting and recordkeeping requirements', 'Swaps']"
E9-19259.xml,Annual Independent Audits and Reporting Requirements,"On July 20, 2009, the FDIC published in the Federal Register a final rule amending part 363 of its regulations concerning annual independent audits and reporting requirements for certain insured depository institutions, which implements section 36 of the Federal Deposit Insurance Act (FDI Act), largely as proposed, but with certain modifications made in response to the comments received and making a technical amendment to its rules and procedures (part 308, subpart U) for the removal, suspension, or debarment of accountants and accounting firms. The publication of the final rule corrected certain errors in the original publication of the final rule, which had been published in the Federal Register on July 7, 2009. It has come to the attention of the FDIC that the July 20 re-publication included one additional error. This correction will rectify that oversight.",2009-08-12,[]
2012-15004.xml,Lending Limits,"The Office of the Comptroller of the Currency (OCC) is amending its regulation governing lending limits for national banks to consolidate the lending limit rules applicable to national banks and savings associations and remove its separate regulation governing lending limits for savings associations. The OCC also is amending its rules to implement section 610 of the Dodd-Frank Wall Street Reform and Consumer Protection Act, which amends the statutory definition of ``loans and extensions of credit'' to include credit exposures arising from derivative transactions, repurchase agreements, reverse repurchase agreements, securities lending transactions and securities borrowing transactions. Pursuant to the OCC's authority in section 5200(d) of the Revised Statutes, the OCC is amending the lending limit rules to provide a temporary exception for the transactions covered by section 610 until January 1, 2013, in order to allow institutions a sufficient period to make adjustments to assure compliance with the new requirements.",2012-06-21,"['Consumer protection', 'National banks', 'Reporting and recordkeeping requirements', 'Savings associations', 'Securities']"
E9-17466.xml,Proposed Amendment to Municipal Securities Disclosure,"The Securities and Exchange Commission (``Commission'' or ``SEC'') is publishing for comment proposed amendments to Rule 15c2-12 under the Securities Exchange Act of 1934 (``Exchange Act'') relating to municipal securities disclosure. The proposal would amend certain requirements regarding the information that a broker, dealer, or municipal securities dealer acting as an underwriter in a primary offering of municipal securities must reasonably determine that an issuer of municipal securities or an obligated person has undertaken, in a written agreement or contract for the benefit of holders of the issuer's municipal securities, to provide to the Municipal Securities Rulemaking Board (``MSRB''). Specifically, the proposed amendments would require a broker, dealer, or municipal securities dealer to reasonably determine that the issuer or obligated person has agreed to provide notice of specified events in a timely manner not in excess of ten business days after the event's occurrence, would amend the list of events for which a notice is to be provided, and would modify the events that are subject to a materiality determination before triggering a notice to the MSRB. In addition, the amendments would revise an exemption from the rule for certain offerings of municipal securities with put features. The Commission also is providing interpretive guidance intended to assist municipal securities issuers, brokers, dealers and municipal securities dealers in meeting their obligations under the antifraud provisions.",2009-07-24,"['Brokers', 'Reporting and recordkeeping requirements', 'Securities']"
2019-08253.xml,Privacy of Consumer Financial Information-Amendment To Conform Regulations to the Fixing America's Surface Transportation Act,The Commodity Futures Trading Commission (``CFTC'' or ``Commission'') is adopting amendments to revise its regulations requiring covered persons to provide annual privacy notices to customers. The revisions implement the Fixing America's Surface Transportation Act's (``FAST Act'') December 2015 statutory amendment to the Gramm-Leach-Bliley Act (``GLB Act'') by providing an exception to the annual notice requirement under certain conditions.,2019-04-25,"['Brokers', 'Consumer protection', 'Privacy', 'Reporting and recordkeeping requirements']"
2011-19385.xml,Provisions Common to Registered Entities; Correction,"This document corrects incorrect text published in the Federal Register of July 27, 2011, regarding Provisions Common to Registered Entities.",2011-08-01,[]
E7-19093.xml,Exemptions for Banks Under Section 3(a)(5) of the Securities Exchange Act of 1934 and Related Rules,"The Securities and Exchange Commission (``Commission'') is adopting rules and rule amendments regarding exemptions from the definitions of ``broker'' and ``dealer'' under the Securities Exchange Act of 1934 (``Exchange Act'') for banks' securities activities. In particular, the Commission is adopting a conditional exemption that will allow banks to effect riskless principal transactions with non- U.S. persons pursuant to Regulation S under the Securities Act of 1933 (``Securities Act''). The Commission also is amending and redesignating an existing exemption from the definition of ``dealer'' for banks' securities lending activities as a conduit lender. In addition, the Commission is conforming a rule that grants a limited exemption from U.S. broker-dealer registration for foreign broker-dealers to the amended definitions of ``broker'' and ``dealer'' under the Exchange Act. Finally, the Commission is withdrawing three rules under the Exchange Act: A rule defining the term ``bank'' for purposes of the Exchange Act's definitions of ``broker'' and ``dealer,'' due to judicial invalidation; a time-limited exemption for banks' securities activities, due to the passage of time; and an exemption from the definitions of ``broker'' and ``dealer'' for savings associations and savings banks, as the exemption no longer necessary in light of subsequent legislation.",2007-10-03,"['Brokers', 'Reporting and recordkeeping requirements', 'Securities']"
2016-03178.xml,"Security-Based Swap Transactions Connected With a Non-U.S. Person's Dealing Activity That Are Arranged, Negotiated, or Executed by Personnel Located in a U.S. Branch or Office or in a U.S. Branch or Office of an Agent; Security-Based Swap Dealer De Minimis Exception","The Securities and Exchange Commission (``SEC'' or ``Commission'') is adopting amendments to Exchange Act rules 3a71-3 and 3a71-5 that address the application of the de minimis exception to security-based swap transactions connected with a non-U.S. person's security-based swap dealing activity that are arranged, negotiated, or executed by personnel of such person located in a U.S. branch or office, or by personnel of such person's agent, located in a U.S. branch or office.",2016-02-19,"['Brokers', 'Confidential business information', 'Fraud', 'Reporting and recordkeeping requirements', 'Securities']"
2019-08455.xml,Request for Information Regarding Potential Regulatory Changes to the Remittance Rule,"The Electronic Fund Transfers Act (EFTA), as amended by the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act), establishes certain protections for consumers sending international money transfers, or remittance transfers. The Bureau of Consumer Financial Protection's (Bureau) remittance rules (Remittance Rule or Rule) implement these protections. This document seeks information and evidence that may inform possible changes to the Rule that would not eliminate, but would mitigate the effects of the expiration of a statutory exception for certain financial institutions. EFTA expressly limits the length of the temporary exception to July 21, 2020 and does not authorize the Bureau to extend this term. Therefore, the exception will expire on July 21, 2020 unless Congress changes the law. In addition, the Bureau seeks information and evidence related to the scope of coverage of the Rule, including whether to change a safe harbor threshold in the Rule that determines whether a person makes remittance transfers in the normal course of its business, and whether an exception for small financial institutions may be appropriate.",2019-04-29,[]
2018-20184.xml,Summaries of Rights Under the Fair Credit Reporting Act (Regulation V),"The Bureau of Consumer Financial Protection (Bureau) is issuing an interim final rule to update the Bureau's model forms for the Summary of Consumer Identity Theft Rights and the Summary of Consumer Rights to incorporate a notice of rights required by a new provision of the Fair Credit Reporting Act, added by the Economic Growth, Regulatory Relief, and Consumer Protection Act.",2018-09-18,[]
03-1884.xml,Insider Trades During Pension Fund Blackout Periods,"We are adopting rules that clarify the application and prevent evasion of Section 306(a) of the Sarbanes-Oxley Act of 2002. Section 306(a) prohibits any director or executive officer of an issuer of any equity security from, directly or indirectly, purchasing, selling or otherwise acquiring or transferring any equity security of the issuer during a pension plan blackout period that temporarily prevents plan participants or beneficiaries from engaging in equity securities transactions through their plan accounts, if the director or executive officer acquired the equity security in connection with his or her service or employment as a director or executive officer. In addition, the rules specify the content and timing of the notice that issuers must provide to their directors and executive officers and to the Commission about a blackout period. The rules are designed to facilitate compliance with the will of Congress as reflected in Section 306(a), and to eliminate the inequities that may result when pension plan participants and beneficiaries are temporarily prevented from engaging in equity securities transactions through their plan accounts.",2003-01-28,"['Reporting and recordkeeping requirements', 'Securities']"
05-24359.xml,Amendments to the Tender Offer Best-Price Rule,"We are proposing amendments to the tender offer best-price rule to clarify that the rule applies only with respect to the consideration offered and paid for securities tendered in an issuer or third-party tender offer and should not apply to consideration offered and paid according to employment compensation, severance or other employee benefit arrangements entered into with employees or directors of the subject company. The proposed rule also would provide a safe harbor in the context of third-party tender offers that would allow the compensation committee or a committee performing similar functions of the subject company's or bidder's board of directors, depending on whether the subject company or the bidder is the party to the arrangement, to approve an employment compensation, severance or other employee benefit arrangement and thereby deem it to be such an arrangement within the meaning of the proposed exemption.",2005-12-22,"['Reporting and recordkeeping requirements', 'Securities']"
2014-24194.xml,Compliance Bulletin and Policy Guidance-Mortgage Servicing Transfers,The Bureau of Consumer Financial Protection (CFPB) is issuing a compliance bulletin and policy guidance entitled ``Compliance Bulletin and Policy Guidance--Mortgage Servicing Transfers'' in light of potential risks to consumers that may arise in connection with transfers of residential mortgage servicing rights.,2014-10-23,[]
